"ItemId","Batch","Priority","Block","LawNumber","LawTitle","ImageKind","PromptPath","OutputFolder","OutputFilename","OutputPath","Status","NeedsUploadLogo","CreatedDate","Notes"
"IMG-00930","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0182","La Ley de la Flexibilidad","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad\Ley 0182 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad","Ley 0182 - La Ley de la Flexibilidad - Principio 1 - Superan las contrariedades.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad\Ley 0182 - La Ley de la Flexibilidad - Principio 1 - Superan las contrariedades.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00931","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0182","La Ley de la Flexibilidad","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad\Ley 0182 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad","Ley 0182 - La Ley de la Flexibilidad - Principio 2 - Inspiran cuando los demas dudan.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad\Ley 0182 - La Ley de la Flexibilidad - Principio 2 - Inspiran cuando los demas dudan.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00932","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0182","La Ley de la Flexibilidad","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad\Ley 0182 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad","Ley 0182 - La Ley de la Flexibilidad - Principio 3 - Persisten sin perder la vision.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad\Ley 0182 - La Ley de la Flexibilidad - Principio 3 - Persisten sin perder la vision.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00933","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0182","La Ley de la Flexibilidad","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad\Ley 0182 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad","Ley 0182 - La Ley de la Flexibilidad - Principio 4 - Usan la crisis como trampolin.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0182 - La Ley de la Flexibilidad\Ley 0182 - La Ley de la Flexibilidad - Principio 4 - Usan la crisis como trampolin.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00934","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0183","La Ley de la Independencia","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - La Ley de la Independencia - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia","Ley 0183 - La Ley de la Independencia - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - La Ley de la Independencia - Imagen General.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00935","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0183","La Ley de la Independencia","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia","Ley 0183 - La Ley de la Independencia - Principio 1 - Originalidad en el pensamiento.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - La Ley de la Independencia - Principio 1 - Originalidad en el pensamiento.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00936","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0183","La Ley de la Independencia","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia","Ley 0183 - La Ley de la Independencia - Principio 2 - Nada de excusas.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - La Ley de la Independencia - Principio 2 - Nada de excusas.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00937","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0183","La Ley de la Independencia","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia","Ley 0183 - La Ley de la Independencia - Principio 3 - Confianza en uno mismo.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - La Ley de la Independencia - Principio 3 - Confianza en uno mismo.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00938","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0183","La Ley de la Independencia","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia","Ley 0183 - La Ley de la Independencia - Principio 4 - Libertad frente a presion.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0183 - La Ley de la Independencia\Ley 0183 - La Ley de la Independencia - Principio 4 - Libertad frente a presion.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00939","Lote 0094","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0184","La Ley de la Madurez Emocional","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - La Ley de la Madurez Emocional - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional","Ley 0184 - La Ley de la Madurez Emocional - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - La Ley de la Madurez Emocional - Imagen General.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00940","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0184","La Ley de la Madurez Emocional","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional","Ley 0184 - La Ley de la Madurez Emocional - Principio 1 - Paz interior.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - La Ley de la Madurez Emocional - Principio 1 - Paz interior.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00941","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0184","La Ley de la Madurez Emocional","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional","Ley 0184 - La Ley de la Madurez Emocional - Principio 2 - Aceptar los cambios.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - La Ley de la Madurez Emocional - Principio 2 - Aceptar los cambios.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00942","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0184","La Ley de la Madurez Emocional","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional","Ley 0184 - La Ley de la Madurez Emocional - Principio 3 - Afrontar adversidades.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - La Ley de la Madurez Emocional - Principio 3 - Afrontar adversidades.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00943","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0184","La Ley de la Madurez Emocional","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional","Ley 0184 - La Ley de la Madurez Emocional - Principio 4 - Control emocional.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0184 - La Ley de la Madurez Emocional\Ley 0184 - La Ley de la Madurez Emocional - Principio 4 - Control emocional.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00944","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0185","La Ley de la Excelente Ejecucion","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - La Ley de la Excelente Ejecucion - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion","Ley 0185 - La Ley de la Excelente Ejecucion - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - La Ley de la Excelente Ejecucion - Imagen General.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00945","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0185","La Ley de la Excelente Ejecucion","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion","Ley 0185 - La Ley de la Excelente Ejecucion - Principio 1 - Accion efectiva.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - La Ley de la Excelente Ejecucion - Principio 1 - Accion efectiva.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00946","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0185","La Ley de la Excelente Ejecucion","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion","Ley 0185 - La Ley de la Excelente Ejecucion - Principio 2 - Mejora constante.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - La Ley de la Excelente Ejecucion - Principio 2 - Mejora constante.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00947","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0185","La Ley de la Excelente Ejecucion","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion","Ley 0185 - La Ley de la Excelente Ejecucion - Principio 3 - Inspiracion activa.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - La Ley de la Excelente Ejecucion - Principio 3 - Inspiracion activa.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00948","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0185","La Ley de la Excelente Ejecucion","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion","Ley 0185 - La Ley de la Excelente Ejecucion - Principio 4 - Enfoque hacia el.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0185 - La Ley de la Excelente Ejecucion\Ley 0185 - La Ley de la Excelente Ejecucion - Principio 4 - Enfoque hacia el.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00949","Lote 0095","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0186","La Ley de la Vision de los Lideres","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - La Ley de la Vision de los Lideres - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres","Ley 0186 - La Ley de la Vision de los Lideres - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - La Ley de la Vision de los Lideres - Imagen General.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00950","Lote 0096","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0186","La Ley de la Vision de los Lideres","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres","Ley 0186 - La Ley de la Vision de los Lideres - Principio 1 - Vision.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - La Ley de la Vision de los Lideres - Principio 1 - Vision.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00951","Lote 0096","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0186","La Ley de la Vision de los Lideres","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres","Ley 0186 - La Ley de la Vision de los Lideres - Principio 2 - Presencia.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - La Ley de la Vision de los Lideres - Principio 2 - Presencia.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00952","Lote 0096","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0186","La Ley de la Vision de los Lideres","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres","Ley 0186 - La Ley de la Vision de los Lideres - Principio 3 - Preparacion.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - La Ley de la Vision de los Lideres - Principio 3 - Preparacion.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00953","Lote 0096","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0186","La Ley de la Vision de los Lideres","Principio 4","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - Prompt Principio 4.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres","Ley 0186 - La Ley de la Vision de los Lideres - Principio 4 - Ventaja.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0186 - La Ley de la Vision de los Lideres\Ley 0186 - La Ley de la Vision de los Lideres - Principio 4 - Ventaja.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00954","Lote 0096","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0187","La Ley del Proposito","Imagen General","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito\Ley 0187 - La Ley del Proposito - Prompt Imagen General.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito","Ley 0187 - La Ley del Proposito - Imagen General.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito\Ley 0187 - La Ley del Proposito - Imagen General.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00955","Lote 0096","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0187","La Ley del Proposito","Principio 1","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito\Ley 0187 - Prompt Principio 1.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito","Ley 0187 - La Ley del Proposito - Principio 1 - Clientes primero.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito\Ley 0187 - La Ley del Proposito - Principio 1 - Clientes primero.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00956","Lote 0096","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0187","La Ley del Proposito","Principio 2","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito\Ley 0187 - Prompt Principio 2.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito","Ley 0187 - La Ley del Proposito - Principio 2 - Las ganancias son la medida.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito\Ley 0187 - La Ley del Proposito - Principio 2 - Las ganancias son la medida.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
"IMG-00957","Lote 0096","1-Leyes","Bloque 3.00 - Psicologia de Ventas 2","0187","La Ley del Proposito","Principio 3","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\03_Prompts\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito\Ley 0187 - Prompt Principio 3.txt","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito","Ley 0187 - La Ley del Proposito - Principio 3 - Foco en la rentabilidad.png","C:\Users\david\OneDrive\Escritorio\Imagenes Oloverso\04_Imagenes_Generadas\Bloque 3.00 - Psicologia de Ventas 2\Ley 0187 - La Ley del Proposito\Ley 0187 - La Ley del Proposito - Principio 3 - Foco en la rentabilidad.png","Pendiente","SI","2026-05-30","Generar en ChatGPT Imagen, descargar, renombrar y guardar en OutputFolder."
